seqnames	start	end	width	strand	peak	feature	feature.ranges.start	feature.ranges.end	feature.ranges.width	feature.strand	distance	insideFeature	distanceToSite	symbol
chr1	40627248	40627281	34	*	X00385	6018	40627041	40706593	79553	+	0	inside	206	RLF
chr1	40723384	40724046	663	*	X00388	10269	40723722	40759856	36135	+	0	overlapStart	0	ZMPSTE24
chr1	40839149	40839162	14	*	X00389	64744	40839378	40888998	49621	+	215	upstream	215	SMAP2
chr1	40915749	40915816	68	*	X00391	65243	40915774	40929390	13617	+	0	overlapStart	0	ZFP69B
chr1	40915923	40915952	30	*	X00392	65243	40915774	40929390	13617	+	0	inside	148	ZFP69B
chr1	40974245	40974255	11	*	X00393	64789	40974433	40982214	7782	+	177	upstream	177	EXO5
chr1	40974268	40974603	336	*	X00394	64789	40974433	40982214	7782	+	0	overlapStart	0	EXO5
chr1	41157240	41157271	32	*	X00395	4802	41157242	41237276	80035	+	0	overlapStart	0	NFYC
chr1	41157304	41157561	258	*	X00396	4802	41157242	41237276	80035	+	0	inside	61	NFYC
chr1	41157807	41157983	177	*	X00397	100130557	41154752	41157933	3182	-	0	overlapStart	0	NFYC-AS1
chr1	41249183	41249296	114	*	X00398	9132	41249684	41306124	56441	+	387	upstream	387	KCNQ4
chr1	42922015	42922115	101	*	X00401	79717	42922173	42926086	3914	+	57	upstream	57	PPCS
chr1	42922015	42922115	101	*	X00401	84217	42896001	42921938	25938	-	76	upstream	76	ZMYND12
chr1	42922135	42922368	234	*	X00402	79717	42922173	42926086	3914	+	0	overlapStart	0	PPCS
chr1	42922135	42922368	234	*	X00402	84217	42896001	42921938	25938	-	196	upstream	196	ZMYND12
chr1	43123975	43124161	187	*	X00403	10465	43124048	43142429	18382	+	0	overlapStart	0	PPIH
chr1	43423793	43423849	57	*	X00406	440584	43424720	43449029	24310	+	870	upstream	870	SLC2A1-AS1
chr1	43424684	43424800	117	*	X00407	440584	43424720	43449029	24310	+	0	overlapStart	0	SLC2A1-AS1
chr1	43424684	43424800	117	*	X00407	6513	43391046	43424847	33802	-	0	inside	46	SLC2A1
chr1	43996372	43996555	184	*	X00408	5792	43996547	44089343	92797	+	0	overlapStart	0	PTPRF
chr1	43996600	43996601	2	*	X00409	5792	43996547	44089343	92797	+	0	inside	52	PTPRF
chr1	44678874	44679298	425	*	X00413	55929	44679125	44686351	7227	+	0	overlapStart	0	DMAP1
chr1	44871105	44871143	39	*	X00414	55182	44870960	45117396	246437	+	0	inside	144	RNF220
chr1	45241076	45241573	498	*	X00419	26811	45241537	45241610	74	+	0	overlapStart	0	SNORD55
chr1	45241076	45241573	498	*	X00419	6202	45241246	45244412	3167	+	0	overlapStart	0	RPS8
chr1	45241076	45241573	498	*	X00419	94161	45242164	45242261	98	+	590	upstream	590	SNORD46
chr1	45241076	45241573	498	*	X00419	94162	45243514	45243584	71	+	1940	upstream	1940	SNORD38A
chr1	45266043	45266062	20	*	X00420	1263	45266036	45271667	5632	+	0	inside	6	PLK3
chr1	45266121	45266133	13	*	X00421	1263	45266036	45271667	5632	+	0	inside	84	PLK3
chr1	45452137	45452446	310	*	X00424	8891	45316194	45452394	136201	-	0	overlapStart	0	EIF2B3
chr1	45477039	45477052	14	*	X00425	7389	45477805	45481341	3537	+	752	upstream	752	UROD
chr1	45477039	45477052	14	*	X00425	79654	45468220	45477027	8808	-	11	upstream	11	HECTD3
chr1	45477828	45477831	4	*	X00426	7389	45477805	45481341	3537	+	0	inside	22	UROD
chr1	45477828	45477831	4	*	X00426	79654	45468220	45477027	8808	-	800	upstream	800	HECTD3
chr1	45672044	45672188	145	*	X00428	57643	45482076	45672250	190175	-	0	inside	61	ZSWIM5
chr1	45672203	45672319	117	*	X00429	57643	45482076	45672250	190175	-	0	overlapStart	0	ZSWIM5
chr1	45805844	45805881	38	*	X00431	4595	45794914	45806142	11229	-	0	inside	260	MUTYH
chr1	45965714	45965735	22	*	X00432	126661	45959598	45965751	6154	-	0	inside	15	CCDC163
chr1	45965714	45965735	22	*	X00432	25974	45965856	45976739	10884	+	120	upstream	120	MMACHC
chr1	46049609	46049960	352	*	X00434	4678	46049660	46084578	34919	+	0	overlapStart	0	NASP
chr1	46152131	46152228	98	*	X00436	51249	46153847	46160108	6262	+	1618	upstream	1618	TMEM69
chr1	46152131	46152228	98	*	X00436	60313	46092976	46152302	59327	-	0	inside	73	GPBP1L1
chr1	46153625	46153997	373	*	X00437	51249	46153847	46160108	6262	+	0	overlapStart	0	TMEM69
chr1	46153625	46153997	373	*	X00437	60313	46092976	46152302	59327	-	1322	upstream	1322	GPBP1L1
chr1	46269271	46269374	104	*	X00438	23139	46269285	46501796	232512	+	0	overlapStart	0	MAST2
chr1	46269388	46269404	17	*	X00439	23139	46269285	46501796	232512	+	0	inside	102	MAST2
chr1	46668788	46668933	146	*	X00442	541468	46669006	46686928	17923	+	72	upstream	72	LURAP1
chr1	46713303	46713438	136	*	X00443	8438	46713367	46744145	30779	+	0	overlapStart	0	RAD54L
chr1	47133887	47134099	213	*	X00447	64756	47100711	47134099	33389	-	0	inside	0	ATPAF1
chr1	47134141	47134291	151	*	X00448	64756	47100711	47134099	33389	-	41	upstream	41	ATPAF1
chr1	47799328	47799431	104	*	X00450	51727	47799469	47844511	45043	+	37	upstream	37	CMPK1
chr1	47799533	47799646	114	*	X00451	51727	47799469	47844511	45043	+	0	inside	63	CMPK1
chr1	48937649	48937684	36	*	X00454	54558	48761044	48937876	176833	-	0	inside	191	SPATA6
chr1	51433792	51433811	20	*	X00455	1031	51433608	51440309	6702	+	0	inside	183	CDKN2C
chr1	51433865	51433884	20	*	X00456	1031	51433608	51440309	6702	+	0	inside	256	CDKN2C
chr1	51985214	51985259	46	*	X00463	2060	51819935	51984995	165061	-	218	upstream	218	EPS15
chr1	52344272	52344416	145	*	X00464	4898	52254866	52344609	89744	-	0	inside	192	NRDC
chr1	52520759	52520778	20	*	X00465	91408	52521857	52556388	34532	+	1078	upstream	1078	BTF3L4
chr1	52520817	52520870	54	*	X00466	91408	52521857	52556388	34532	+	986	upstream	986	BTF3L4
chr1	52607700	52607802	103	*	X00467	9372	52607766	52812358	204593	+	0	overlapStart	0	ZFYVE9
chr1	52831670	52831875	206	*	X00469	200014	52816265	52831877	15613	-	0	inside	1	CC2D1B
chr1	53192121	53192299	179	*	X00472	79699	53192131	53293013	100883	+	0	overlapStart	0	ZYG11B
chr1	53308203	53308262	60	*	X00473	440590	53308183	53360247	52065	+	0	inside	19	ZYG11A
chr1	53308275	53308942	668	*	X00474	440590	53308183	53360247	52065	+	0	inside	91	ZYG11A
chr1	53392939	53393130	192	*	X00476	55268	53361582	53392851	31270	-	87	upstream	87	ECHDC2
chr1	53392939	53393130	192	*	X00476	6342	53392901	53517289	124389	+	0	inside	37	SCP2
chr1	53685896	53686466	571	*	X00478	54987	53679772	53686289	6518	-	0	overlapStart	0	CZIB
chr1	53704124	53704271	148	*	X00479	100507564	53704282	53708455	4174	+	10	upstream	10	LOC100507564
chr1	53704124	53704271	148	*	X00479	4116	53692564	53704282	11719	-	0	inside	10	MAGOH
chr1	54304000	54304181	182	*	X00484	55706	54231134	54304225	73092	-	0	inside	43	NDC1
chr1	54411249	54411434	186	*	X00485	115353	54411999	54433841	21843	+	564	upstream	564	LRRC42
chr1	54411249	54411434	186	*	X00485	51668	54387234	54411288	24055	-	0	overlapStart	0	HSPB11
chr1	54411739	54411756	18	*	X00486	115353	54411999	54433841	21843	+	242	upstream	242	LRRC42
chr1	54411739	54411756	18	*	X00486	51668	54387234	54411288	24055	-	450	upstream	450	HSPB11
chr1	54411774	54411787	14	*	X00487	115353	54411999	54433841	21843	+	211	upstream	211	LRRC42
chr1	54411774	54411787	14	*	X00487	51668	54387234	54411288	24055	-	485	upstream	485	HSPB11
chr1	54411820	54411848	29	*	X00488	115353	54411999	54433841	21843	+	150	upstream	150	LRRC42
chr1	54411820	54411848	29	*	X00488	51668	54387234	54411288	24055	-	531	upstream	531	HSPB11
chr1	54412040	54412065	26	*	X00489	115353	54411999	54433841	21843	+	0	inside	40	LRRC42
chr1	54412040	54412065	26	*	X00489	51668	54387234	54411288	24055	-	751	upstream	751	HSPB11
chr1	54412089	54412134	46	*	X00490	115353	54411999	54433841	21843	+	0	inside	89	LRRC42
chr1	54412089	54412134	46	*	X00490	51668	54387234	54411288	24055	-	800	upstream	800	HSPB11
chr1	55181320	55181723	404	*	X00497	7268	55181495	55208328	26834	+	0	overlapStart	0	TTC4
chr1	55352822	55352861	40	*	X00499	1718	55315300	55352921	37622	-	0	inside	59	DHCR24
chr1	55680953	55681372	420	*	X00500	100507634	55681081	55683128	2048	+	0	overlapStart	0	LOC100507634
chr1	55680953	55681372	420	*	X00500	23358	55532032	55681039	149008	-	0	overlapStart	0	USP24
chr1	59012263	59012335	73	*	X00501	115209	58939504	59012446	72943	-	0	inside	110	OMA1
chr1	59012263	59012335	73	*	X00501	1600	57463579	59012446	1548868	-	0	inside	110	DAB1
chr1	59012347	59012499	153	*	X00502	115209	58939504	59012446	72943	-	0	overlapStart	0	OMA1
chr1	59012347	59012499	153	*	X00502	1600	57463579	59012446	1548868	-	0	overlapStart	0	DAB1
chr1	59012589	59012608	20	*	X00503	115209	58939504	59012446	72943	-	142	upstream	142	OMA1
chr1	59012589	59012608	20	*	X00503	1600	57463579	59012446	1548868	-	142	upstream	142	DAB1
chr1	59165635	59165800	166	*	X00504	114803	59120411	59165747	45337	-	0	overlapStart	0	MYSM1
chr1	59249356	59249731	376	*	X00507	100131060	59250823	59365384	114562	+	1091	upstream	1091	LINC01135
chr1	59249356	59249731	376	*	X00507	3725	59246463	59249785	3323	-	0	inside	53	JUN
chr1	59250635	59250893	259	*	X00508	100131060	59250823	59365384	114562	+	0	overlapStart	0	LINC01135
chr1	59250635	59250893	259	*	X00508	3725	59246463	59249785	3323	-	849	upstream	849	JUN
chr1	59762143	59762296	154	*	X00509	55277	59762625	60228402	465778	+	328	upstream	328	FGGY
chr1	59762342	59762372	31	*	X00510	55277	59762625	60228402	465778	+	252	upstream	252	FGGY
chr1	59762421	59762567	147	*	X00511	55277	59762625	60228402	465778	+	57	upstream	57	FGGY
chr1	59762602	59762689	88	*	X00512	55277	59762625	60228402	465778	+	0	overlapStart	0	FGGY
chr1	59762708	59762800	93	*	X00513	55277	59762625	60228402	465778	+	0	inside	82	FGGY
chr1	61542539	61542616	78	*	X00515	4774	61542946	61928460	385515	+	329	upstream	329	NFIA
chr1	61542769	61542798	30	*	X00516	4774	61542946	61928460	385515	+	147	upstream	147	NFIA
chr1	62190631	62190915	285	*	X00520	83941	62146719	62191095	44377	-	0	inside	179	TM2D1
chr1	62901797	62902068	272	*	X00521	7398	62901975	62917475	15501	+	0	overlapStart	0	USP1
chr1	63153737	63153754	18	*	X00524	85440	62920397	63154039	233643	-	0	inside	284	DOCK7
chr1	63153809	63153849	41	*	X00525	85440	62920397	63154039	233643	-	0	inside	189	DOCK7
chr1	63153995	63154300	306	*	X00526	85440	62920397	63154039	233643	-	0	overlapStart	0	DOCK7
chr1	63249673	63249918	246	*	X00527	84938	63249777	63330941	81165	+	0	overlapStart	0	ATG4C
chr1	63782730	63782744	15	*	X00528	199899	63624754	63782901	158148	-	0	inside	156	LINC00466
chr1	63833272	63833533	262	*	X00529	29929	63833261	63904233	70973	+	0	inside	10	ALG6
chr1	63988772	63989260	489	*	X00530	23421	63906441	63988944	82504	-	0	overlapStart	0	ITGB3BP
chr1	63988772	63989260	489	*	X00530	84455	63989013	64038364	49352	+	0	overlapStart	0	EFCAB7
chr1	65720190	65720344	155	*	X00534	9829	65720148	65881552	161405	+	0	inside	41	DNAJC6
chr1	65886359	65886373	15	*	X00539	3953	65886131	66103176	217046	+	0	inside	227	LEPR
chr1	65886359	65886373	15	*	X00539	54741	65886131	65901690	15560	+	0	inside	227	LEPROT
chr1	65886386	65886615	230	*	X00540	3953	65886131	66103176	217046	+	0	inside	254	LEPR
chr1	65886386	65886615	230	*	X00540	54741	65886131	65901690	15560	+	0	inside	254	LEPROT
chr1	67519889	67519932	44	*	X00543	23169	67465015	67520080	55066	-	0	inside	147	SLC35D1
chr1	67896166	67896228	63	*	X00544	26135	67873493	67896123	22631	-	42	upstream	42	SERBP1
chr1	67895959	67896099	141	*	X00545	26135	67873493	67896123	22631	-	0	inside	23	SERBP1
chr1	68150846	68151230	385	*	X00546	1647	68150860	68154021	3162	+	0	overlapStart	0	GADD45A
chr1	68297655	68297676	22	*	X00549	100289178	68297971	68668670	370700	+	294	upstream	294	GNG12-AS1
chr1	68297803	68298064	262	*	X00550	100289178	68297971	68668670	370700	+	0	overlapStart	0	GNG12-AS1
chr1	68962659	68962815	157	*	X00551	55635	68939835	68962799	22965	-	0	overlapStart	0	DEPDC1
chr1	68962852	68962874	23	*	X00552	55635	68939835	68962799	22965	-	52	upstream	52	DEPDC1
chr1	70032923	70032950	28	*	X00553	57554	70032868	70589171	556304	+	0	inside	54	LRRC7
chr1	70032992	70033007	16	*	X00554	57554	70032868	70589171	556304	+	0	inside	123	LRRC7
chr1	70033040	70033110	71	*	X00555	57554	70032868	70589171	556304	+	0	inside	171	LRRC7
chr1	70033144	70033180	37	*	X00556	57554	70032868	70589171	556304	+	0	inside	275	LRRC7
chr1	70671215	70671258	44	*	X00557	55631	70610485	70671361	60877	-	0	inside	102	LRRC40
chr1	70671215	70671258	44	*	X00557	9295	70671365	70717701	46337	+	106	upstream	106	SRSF11
chr1	70671271	70671491	221	*	X00558	55631	70610485	70671361	60877	-	0	overlapStart	0	LRRC40
chr1	70671271	70671491	221	*	X00558	9295	70671365	70717701	46337	+	0	overlapStart	0	SRSF11
chr1	70820219	70820604	386	*	X00560	11147	70820493	70833705	13213	+	0	overlapStart	0	HHLA3
chr1	70820219	70820604	386	*	X00560	81573	70724685	70820417	95733	-	0	overlapStart	0	ANKRD13C
chr1	70820825	70820872	48	*	X00561	81573	70724685	70820417	95733	-	407	upstream	407	ANKRD13C
chr1	70876893	70877043	151	*	X00562	1491	70876901	70905534	28634	+	0	overlapStart	0	CTH
chr1	71513427	71513526	100	*	X00563	5733	71318036	71513491	195456	-	0	overlapStart	0	PTGER3
chr1	71513553	71513641	89	*	X00564	5733	71318036	71513491	195456	-	61	upstream	61	PTGER3
chr1	74663900	74664113	214	*	X00565	100526835	74663896	75010116	346221	+	0	inside	3	FPGT-TNNI3K
chr1	74663900	74664113	214	*	X00565	127255	74491702	74663871	172170	-	28	upstream	28	LRRIQ3
chr1	74663900	74664113	214	*	X00565	8790	74663896	74674148	10253	+	0	inside	3	FPGT
chr1	75198695	75199108	414	*	X00566	127253	75198836	75232360	33525	+	0	overlapStart	0	TYW3
chr1	75198695	75199108	414	*	X00566	1429	75171172	75199092	27921	-	0	overlapStart	0	CRYZ
chr1	76190168	76190552	385	*	X00570	34	76190043	76229355	39313	+	0	inside	124	ACADM
chr1	76251794	76252092	299	*	X00571	26805	76253574	76253657	84	+	1481	upstream	1481	SNORD45A
chr1	76251794	76252092	299	*	X00571	5876	76251879	76260775	8897	+	0	overlapStart	0	RABGGTB
chr1	76251794	76252092	299	*	X00571	692085	76252757	76252834	78	+	664	upstream	664	SNORD45C
chr1	77685148	77685170	23	*	X00572	10026	77554667	77685132	130466	-	15	upstream	15	PIGK
chr1	78148541	78148837	297	*	X00574	26009	78030190	78149104	118915	-	0	inside	266	ZZZ3
chr1	78149259	78149278	20	*	X00575	26009	78030190	78149104	118915	-	154	upstream	154	ZZZ3
chr1	78445193	78445210	18	*	X00576	11080	78444934	78482995	38062	+	0	inside	258	DNAJB4
chr1	78445193	78445210	18	*	X00576	8880	78412167	78444777	32611	-	415	upstream	415	FUBP1
chr1	84464729	84464896	168	*	X00577	79739	84335057	84464833	129777	-	0	overlapStart	0	TTLL7
chr1	84464949	84465035	87	*	X00578	79739	84335057	84464833	129777	-	115	upstream	115	TTLL7
chr1	84543263	84543823	561	*	X00579	5567	84543745	84704181	160437	+	0	overlapStart	0	PRKACB
chr1	84764146	84764302	157	*	X00580	148418	84764049	84816481	52433	+	0	inside	96	SAMD13
chr1	84764338	84764365	28	*	X00581	148418	84764049	84816481	52433	+	0	inside	288	SAMD13
chr1	84944927	84944960	34	*	X00584	80135	84944920	84964033	19114	+	0	inside	6	RPF1
chr1	84944980	84945177	198	*	X00585	80135	84944920	84964033	19114	+	0	inside	59	RPF1
chr1	85725353	85725368	16	*	X00587	148423	85715637	85725355	9719	-	0	overlapStart	0	C1orf52
chr1	86046172	86046456	285	*	X00588	3491	86046444	86049648	3205	+	0	overlapStart	0	CCN1
chr1	86046468	86046595	128	*	X00589	3491	86046444	86049648	3205	+	0	inside	23	CCN1
chr1	86046616	86046628	13	*	X00590	3491	86046444	86049648	3205	+	0	inside	171	CCN1
chr1	87380122	87380140	19	*	X00591	9403	87328128	87380107	51980	-	14	upstream	14	SELENOF
chr1	87380122	87380140	19	*	X00591	9653	87380335	87575681	195347	+	194	upstream	194	HS2ST1
chr1	87380323	87380465	143	*	X00592	9403	87328128	87380107	51980	-	215	upstream	215	SELENOF
chr1	87380323	87380465	143	*	X00592	9653	87380335	87575681	195347	+	0	overlapStart	0	HS2ST1
chr1	87380483	87380524	42	*	X00593	9403	87328128	87380107	51980	-	375	upstream	375	SELENOF
chr1	87380483	87380524	42	*	X00593	9653	87380335	87575681	195347	+	0	inside	147	HS2ST1
chr1	87380547	87380583	37	*	X00594	9403	87328128	87380107	51980	-	439	upstream	439	SELENOF
chr1	87380547	87380583	37	*	X00594	9653	87380335	87575681	195347	+	0	inside	211	HS2ST1
chr1	87380601	87380636	36	*	X00595	9403	87328128	87380107	51980	-	493	upstream	493	SELENOF
chr1	87380601	87380636	36	*	X00595	9653	87380335	87575681	195347	+	0	inside	265	HS2ST1
chr1	87381175	87381268	94	*	X00596	9403	87328128	87380107	51980	-	1067	upstream	1067	SELENOF
chr1	87381374	87381427	54	*	X00597	9403	87328128	87380107	51980	-	1266	upstream	1266	SELENOF
chr1	89150016	89150035	20	*	X00599	5586	89149922	89301938	152017	+	0	inside	93	PKN2
chr1	89357057	89357405	349	*	X00600	2959	89318321	89357301	38981	-	0	overlapStart	0	GTF2B
chr1	89458123	89458357	235	*	X00601	494115	89445139	89458643	13505	-	0	inside	285	RBMXL1
chr1	89458123	89458357	235	*	X00601	56267	89401456	89458643	57188	-	0	inside	285	KYAT3
chr1	89458873	89458931	59	*	X00602	494115	89445139	89458643	13505	-	229	upstream	229	RBMXL1
chr1	89458873	89458931	59	*	X00602	56267	89401456	89458643	57188	-	229	upstream	229	KYAT3
chr1	90286330	90286345	16	*	X00603	55144	90286573	90401989	115417	+	227	upstream	227	LRRC8D
chr1	90460607	90461080	474	*	X00605	284695	90460678	90494094	33417	+	0	overlapStart	0	ZNF326
chr1	90460607	90461080	474	*	X00605	492303	90458824	90460525	1702	-	81	upstream	81	GEMIN8P4
chr1	90461102	90461166	65	*	X00606	492303	90458824	90460525	1702	-	576	upstream	576	GEMIN8P4
chr1	91487537	91487767	231	*	X00607	84146	91380857	91487812	106956	-	0	inside	44	ZNF644
chr1	92764207	92764646	440	*	X00609	11146	92711955	92764566	52612	-	0	overlapStart	0	GLMN
chr1	92764207	92764646	440	*	X00609	79871	92764522	92853732	89211	+	0	overlapStart	0	RPAP2
chr1	93297407	93297960	554	*	X00613	6125	93297594	93307481	9888	+	0	overlapStart	0	RPL5
chr1	93544538	93544986	449	*	X00614	22823	93544792	93604638	59847	+	0	overlapStart	0	MTF2
chr1	93811151	93811588	438	*	X00615	100131564	93775666	93811368	35703	-	0	overlapStart	0	CCDC18-AS1
chr1	93811151	93811588	438	*	X00615	1810	93811478	93828148	16671	+	0	overlapStart	0	DR1
chr1	93913674	93913689	16	*	X00616	54874	93913688	94020218	106531	+	0	overlapStart	0	FNBP1L
chr1	93913716	93913812	97	*	X00617	54874	93913688	94020218	106531	+	0	inside	27	FNBP1L
chr1	94312817	94312865	49	*	X00619	8412	94027343	94312706	285364	-	110	upstream	110	BCAR3
chr1	94312896	94313314	419	*	X00620	8412	94027343	94312706	285364	-	189	upstream	189	BCAR3
chr1	94344639	94344835	197	*	X00621	30836	94335014	94344762	9749	-	0	overlapStart	0	DNTTIP2
chr1	94344856	94344912	57	*	X00622	30836	94335014	94344762	9749	-	93	upstream	93	DNTTIP2
chr1	94374939	94375105	167	*	X00623	2730	94352590	94375012	22423	-	0	overlapStart	0	GCLM
chr1	94883959	94884014	56	*	X00627	5825	94883933	94984219	100287	+	0	inside	25	ABCD3
chr1	95538173	95538298	126	*	X00628	199857	95448279	95538507	90229	-	0	inside	208	ALG14
chr1	95538335	95538724	390	*	X00629	199857	95448279	95538507	90229	-	0	overlapStart	0	ALG14
chr1	95538760	95538822	63	*	X00630	199857	95448279	95538507	90229	-	252	upstream	252	ALG14
chr1	95699707	95699906	200	*	X00631	25950	95699711	95712781	13071	+	0	overlapStart	0	RWDD3
chr1	100315556	100315876	321	*	X00632	178	100315640	100389579	73940	+	0	overlapStart	0	AGL
chr1	100435313	100435709	397	*	X00633	23443	100435345	100492534	57190	+	0	overlapStart	0	SLC35A3
chr1	100503449	100503832	384	*	X00634	64645	100503789	100548929	45141	+	0	overlapStart	0	MFSD14A
chr1	100598502	100598561	60	*	X00635	163786	100549102	100598511	49410	-	0	overlapStart	0	SASS6
chr1	100598502	100598561	60	*	X00635	54482	100598706	100616054	17349	+	144	upstream	144	TRMT13
chr1	100598634	100598650	17	*	X00636	163786	100549102	100598511	49410	-	122	upstream	122	SASS6
chr1	100598634	100598650	17	*	X00636	54482	100598706	100616054	17349	+	55	upstream	55	TRMT13
chr1	100731599	100731609	11	*	X00637	8634	100731714	100758325	26612	+	104	upstream	104	RTCA
chr1	100731639	100731752	114	*	X00638	8634	100731714	100758325	26612	+	0	overlapStart	0	RTCA
chr1	100731873	100731897	25	*	X00639	8634	100731714	100758325	26612	+	0	inside	158	RTCA
chr1	101361554	101361751	198	*	X00640	148867	101361632	101447311	85680	+	0	overlapStart	0	SLC30A7
chr1	101361554	101361751	198	*	X00640	2135	101337928	101360735	22808	-	818	upstream	818	EXTL2
chr1	101491272	101491560	289	*	X00641	51611	101455180	101491644	36465	-	0	inside	83	DPH5
chr1	107599290	107599350	61	*	X00642	55170	107599267	107601916	2650	+	0	inside	22	PRMT6
chr1	108742727	108742763	37	*	X00644	29957	108677344	108742980	65637	-	0	inside	216	SLC25A24
chr1	109102454	109102477	24	*	X00645	284611	109102971	109181949	78979	+	493	upstream	493	FAM102B
chr1	109235030	109235108	79	*	X00646	55119	109234932	109244422	9491	+	0	inside	97	PRPF38B
chr1	109289072	109289104	33	*	X00647	6814	109289285	109352148	62864	+	180	upstream	180	STXBP3
chr1	109289117	109289730	614	*	X00648	6814	109289285	109352148	62864	+	0	overlapStart	0	STXBP3
chr1	109505712	109506112	401	*	X00651	23155	109472130	109506121	33992	-	0	inside	8	CLCC1
chr1	109505712	109506112	401	*	X00651	254268	109358520	109506121	147602	-	0	inside	8	AKNAD1
chr1	109584498	109584738	241	*	X00652	22911	109512838	109584850	72013	-	0	inside	111	WDR47
